Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV
34.70,24.90,27.90,12.50,6.30,37.70,.70,40.70,2.10,9.71921778
29.90,27.20,23.40,19.50,5.90,33.70,.70,36.50,3.70,9.44804505
25.50,26.50,38.20,9.80,5.90,46.80,.70,32.60,4.20,14.28271952
33.10,22.80,20.50,23.60,5.90,28.60,.40,39.40,2.10,7.51816045
36.60,23.40,28.00,12.00,6.60,37.00,.70,42.60,1.10,9.20361804
27.59,23.20,32.33,16.88,5.87,41.24,.87,34.74,.40,11.97715237
28.23,25.24,33.96,12.57,6.27,44.17,.90,35.32,.77,12.78180961
30.90,26.10,32.20,10.80,6.50,43.10,1.10,37.70,.80,11.92092201
34.30,23.90,33.40,8.40,6.40,42.60,.60,40.80,1.20,10.71927227
26.10,26.10,30.60,17.20,5.70,40.00,.80,33.60,2.70,12.00206523
33.64,28.16,29.12,9.08,6.51,41.98,1.02,40.30,1.11,10.88530281
37.80,25.20,27.90,9.10,6.90,38.60,.70,44.00,.70,9.36615487
27.50,26.20,34.40,11.90,6.00,45.80,.70,35.00,.60,13.12400496
30.06,25.62,36.10,8.22,6.54,46.10,.89,37.30,.95,12.81198946
39.40,24.80,25.30,10.50,6.80,35.70,.50,45.60,.90,8.28029661
21.60,27.30,41.00,10.10,6.40,51.70,.90,29.80,1.10,16.26171177
37.49,26.69,25.18,10.64,6.78,37.38,.68,43.98,.54,9.06421154
33.20,27.70,30.50,8.60,6.50,42.50,.80,40.20,1.40,11.28499668
32.70,22.50,31.80,13.00,6.30,39.80,.60,39.80,.50,10.16229785
43.44,26.18,24.50,5.88,6.81,36.83,.67,49.35,.46,7.97148761
39.10,24.70,26.90,9.30,6.80,37.10,.50,45.50,.80,8.59999039
27.00,26.30,40.20,6.50,6.20,50.70,.70,34.80,1.10,14.74124208
26.40,28.90,35.60,9.10,6.40,49.00,.70,34.30,.50,14.43498061
25.70,28.00,37.60,8.70,6.20,49.60,.80,33.70,1.00,14.76234833
27.00,28.30,37.80,6.90,6.30,50.20,.80,34.90,.90,14.58872223
37.90,24.60,25.80,11.70,6.60,35.50,.40,44.60,1.20,8.46497346
29.63,34.79,31.92,3.66,6.70,50.98,1.01,37.28,.37,14.35099103
27.70,30.90,34.20,7.20,6.50,47.90,1.10,35.60,1.70,14.05892688
42.05,25.11,27.81,5.03,7.29,37.98,.72,48.40,.58,8.57938931
35.40,23.90,32.90,7.80,6.70,41.50,.60,42.50,.90,10.38643968
37.60,25.40,29.30,7.70,6.90,39.90,.80,44.50,.20,9.86028451
33.28,27.10,33.68,5.94,6.82,45.58,.66,40.80,.20,12.00646903
35.90,24.50,28.10,11.50,6.60,36.50,.50,43.20,1.70,9.30979785
31.60,27.50,33.50,7.40,6.70,44.50,1.00,39.40,1.00,12.10058408
18.40,36.48,38.06,7.06,6.48,56.54,1.15,27.70,1.07,19.01333448
24.00,26.90,25.40,23.70,5.30,33.30,.70,32.70,4.30,10.11977802
41.00,27.00,25.10,6.90,7.10,36.90,.70,47.80,.60,8.45643366
40.20,25.30,26.50,8.00,7.00,36.70,.50,47.10,.70,8.33348408
41.30,23.50,29.20,6.00,6.90,38.00,.50,48.10,.50,8.52133090
28.60,29.00,35.50,6.90,6.40,48.20,1.00,36.90,.60,13.77629685
31.80,26.90,32.70,8.60,6.30,42.50,.80,39.80,2.00,11.45668796
24.30,28.20,36.00,11.50,6.00,47.70,1.00,33.20,.60,14.48805419
27.00,28.10,36.30,8.60,6.20,47.50,1.20,35.60,.90,13.93401779
28.80,27.80,36.40,7.00,6.50,48.10,.80,37.20,.40,13.60027704
37.90,24.40,30.10,7.60,6.80,39.00,.70,45.30,.60,9.34537646
39.17,27.12,28.36,5.35,6.92,40.24,.74,46.45,.30,9.36336001
39.60,27.00,27.00,6.40,7.20,38.50,.70,46.90,.30,9.11609886
30.45,28.70,33.15,7.70,6.50,45.00,.95,38.80,1.05,12.39459459
38.40,23.70,30.20,7.70,6.70,38.60,.60,45.90,.50,9.00370135
29.50,29.30,34.80,6.40,6.40,47.40,1.20,38.00,.60,13.48280155
35.00,26.10,32.00,6.90,6.90,42.10,.70,42.90,.50,10.65187455
39.50,26.80,29.10,4.60,7.40,39.70,.60,46.90,.80,9.50812222
28.60,29.10,30.40,11.90,6.10,41.60,.80,37.30,2.30,11.74701203
27.40,27.40,37.80,7.40,6.20,48.80,.80,36.30,.50,14.22365435
23.10,27.70,40.90,8.30,5.80,51.60,1.00,32.50,.80,15.92739950
32.10,28.20,33.30,6.40,6.70,44.70,1.00,40.50,.70,11.93963371
23.50,30.30,42.00,4.20,6.30,55.00,1.10,32.90,.50,16.94127820
26.40,28.70,39.10,5.80,6.20,51.20,.90,35.50,.40,14.89691725
26.40,28.70,39.10,5.80,6.20,51.20,.90,35.50,.40,14.89691725
31.90,30.90,31.60,5.60,6.70,45.60,.90,40.40,.80,12.27847045
32.97,27.87,32.82,6.34,6.52,44.51,.83,41.39,.41,11.68533534
35.20,26.40,31.10,7.30,7.00,41.20,.80,43.40,.30,10.40665787
36.30,26.30,26.80,10.60,6.60,37.00,.60,44.40,.80,9.14501763
37.46,28.42,28.38,5.74,6.86,41.03,.64,45.51,.22,9.75881139
32.70,28.80,32.10,6.40,6.60,44.10,.90,41.30,.70,11.83891919
35.50,27.40,30.80,6.30,7.10,41.80,.70,43.80,.30,10.50701272
32.90,28.90,33.40,4.80,6.80,45.60,.90,41.50,.40,12.05293728
27.60,29.10,39.50,3.80,6.60,51.60,.90,36.80,.30,14.79014205
28.50,27.60,39.30,4.60,6.50,50.00,.80,37.60,.50,14.44522537
33.82,28.01,29.27,8.90,6.65,40.87,.75,42.33,.50,10.66374938
36.30,24.70,30.70,8.30,6.70,39.40,.70,44.60,.30,9.85553813
29.50,29.10,38.10,3.30,6.40,50.10,1.10,38.60,.50,13.97605317
24.60,30.00,40.20,5.20,6.20,53.10,.80,34.30,.40,15.88475114
27.30,28.30,39.00,5.40,6.20,50.40,.90,36.70,.40,14.41401170
21.20,31.40,42.60,4.80,6.00,56.30,.90,31.30,.70,17.79672626
27.50,29.70,38.30,4.50,6.50,50.80,1.00,36.90,.30,14.69096877
32.90,28.30,33.00,5.80,6.70,44.50,.90,41.70,.40,11.59471158
31.20,28.00,36.60,4.20,6.70,47.70,.90,40.20,.30,12.88776688
32.10,28.40,35.70,3.80,7.20,46.80,.90,41.00,.30,12.47439693
37.70,25.90,30.70,5.70,7.00,40.30,.70,46.00,.30,9.87187203
21.80,29.70,40.60,7.90,5.90,53.10,.80,31.90,.40,16.42028351
38.20,25.80,28.30,7.70,6.90,37.90,.60,46.50,.40,9.02025508
25.70,29.50,39.40,5.40,6.40,51.50,1.10,35.40,.20,15.11606232
39.22,27.90,27.13,5.75,6.85,39.15,.67,47.42,.16,9.12968023
29.40,30.60,33.40,6.60,6.50,47.00,.90,38.70,.30,13.05911399
21.60,29.90,41.70,6.80,6.00,53.90,.80,31.80,.70,16.85028339
28.00,29.40,38.70,3.90,6.40,50.90,.80,37.50,.50,14.76872136
22.00,30.50,42.10,5.40,6.20,54.70,.80,32.20,.70,16.91486870
33.70,27.10,30.80,8.40,6.60,41.00,.80,42.60,.60,10.55039339
31.00,29.40,33.90,5.70,6.60,45.90,.80,40.30,.70,12.52741189
22.30,31.70,42.30,3.70,6.40,56.10,.80,32.60,.40,17.56651328
37.50,27.30,30.60,4.60,7.10,40.80,.70,46.10,.70,9.92266663
32.90,27.60,32.00,7.50,6.60,42.70,.70,42.10,.40,11.15952359
19.70,27.50,46.30,6.50,5.50,56.40,.80,30.40,.40,17.50307395
29.14,30.54,35.22,5.10,6.66,48.50,.72,38.80,.22,13.73945518
36.40,25.10,31.20,7.30,6.40,40.10,.60,45.30,.30,9.76177613
22.30,31.70,42.50,3.50,6.50,56.10,.80,32.80,.30,17.53593227
21.60,32.00,43.40,3.00,6.30,56.60,.80,32.20,1.10,17.66995060
20.70,30.50,43.60,5.20,6.20,55.90,.90,31.50,.30,17.68486595
12.40,31.00,34.30,22.30,4.70,46.10,.90,24.20,1.80,15.85961909
34.50,28.50,31.20,5.80,6.80,42.40,.70,44.00,.30,10.89507016
19.60,37.50,38.40,4.50,6.20,57.10,1.00,30.80,.40,18.40113144
26.10,29.70,33.00,11.20,5.90,44.70,.70,36.60,.90,12.73198536
20.30,30.50,45.50,3.70,6.10,57.10,1.00,31.60,.50,18.12979918
46.30,25.70,20.60,7.40,7.00,29.20,.80,54.70,.90,5.55809177
26.70,29.50,37.30,6.50,6.40,48.60,.90,37.40,.20,14.04222745
36.30,26.50,31.30,5.90,6.70,40.30,.80,46.00,.30,10.13985301
15.10,26.93,35.12,22.85,4.89,43.55,.70,27.30,.71,14.35875419
34.45,26.60,32.70,6.25,6.40,41.95,.70,44.50,.20,10.38850408
33.00,27.20,33.80,6.00,6.50,43.20,.80,43.30,.20,11.25510401
25.80,26.70,32.60,14.90,4.40,42.00,1.20,37.00,.50,10.66455446
25.80,26.60,35.50,12.10,5.50,44.30,.60,37.00,.50,12.44223909
31.00,30.80,33.10,5.10,5.10,46.70,.90,41.70,.50,12.46009749
21.50,34.20,35.10,9.20,5.70,49.90,1.00,33.30,.90,15.11695624
11.00,33.20,37.60,18.20,4.70,50.10,.90,24.10,2.00,17.56080138
26.30,31.40,38.80,3.50,6.20,50.50,.90,38.60,.30,14.50612654
25.00,29.00,23.60,22.40,4.00,34.70,1.00,37.50,.40,8.84482815
14.20,32.50,40.30,13.00,4.60,52.40,.90,28.60,.50,17.13884138
23.60,30.30,27.60,18.50,4.90,38.40,.70,37.00,.50,10.36817096
15.80,32.30,23.00,28.90,3.80,35.10,.80,30.10,1.30,10.07680517
34.70,30.10,28.60,6.60,6.00,38.50,1.00,47.30,.60,8.96815749
22.30,28.00,34.10,15.60,3.80,42.50,1.20,36.40,.50,11.67836742
26.20,33.70,36.00,4.10,6.00,48.30,1.00,40.10,.50,13.73693067
26.70,32.80,34.40,6.10,5.90,45.80,.80,41.00,.40,12.62186139
34.70,30.30,29.50,5.50,5.90,38.90,.90,48.30,.50,8.92249784
34.20,30.60,29.80,5.40,5.90,39.10,1.00,48.10,.50,9.00596987
8.80,31.80,33.30,26.10,3.70,41.10,1.30,25.70,2.10,14.46846322
7.30,37.30,38.50,16.90,4.90,59.10,.90,9.80,8.40,23.28654146
17.00,36.50,35.30,11.20,5.70,58.30,1.00,21.00,2.80,19.63458898
16.00,38.10,36.20,9.70,5.80,59.20,1.00,21.00,3.30,20.28089011
18.20,34.80,37.00,10.00,6.00,56.70,1.00,23.10,3.20,19.38873253
10.50,38.00,44.40,7.10,5.60,64.30,1.10,16.30,5.60,24.60369964
10.50,38.00,44.40,7.10,5.60,64.30,1.10,16.30,5.60,24.60369964
10.50,35.60,40.30,13.60,5.20,58.50,1.00,16.40,5.30,21.89997580
6.60,40.00,41.60,11.80,5.20,64.50,1.00,13.00,4.50,25.06849098
9.90,39.10,42.60,8.40,5.50,63.50,1.10,16.10,5.40,24.43402105
9.90,39.10,42.60,8.40,5.50,63.50,1.10,16.10,5.40,24.43402105
7.80,39.80,41.10,11.30,5.30,65.30,1.00,14.40,2.70,25.41040307
7.80,39.80,41.10,11.30,5.30,65.30,1.00,14.40,2.70,25.41040307
9.30,41.90,39.40,9.40,5.60,64.00,1.00,16.20,3.80,24.38596643
9.30,41.90,39.40,9.40,5.60,64.00,1.00,16.20,3.80,24.38596643
15.50,35.90,34.40,14.20,5.50,54.10,.90,22.20,3.10,19.16471965
15.50,35.90,34.40,14.20,5.50,54.10,.90,22.20,3.10,19.16471965
6.60,40.60,34.20,18.60,4.70,57.60,.90,14.90,3.30,21.85627650
6.60,40.60,34.20,18.60,4.70,57.60,.90,14.90,3.30,21.85627650
2.50,32.90,48.60,16.00,4.80,65.20,1.20,5.50,7.30,27.47608841
2.40,31.60,48.10,17.90,4.70,63.90,1.10,6.20,6.20,26.87821538
5.30,35.70,41.80,17.20,5.00,63.80,1.10,8.50,4.40,25.56689387
1.90,35.50,48.30,14.30,4.90,69.30,1.10,5.90,4.50,28.63219155
1.90,35.50,48.30,14.30,4.90,69.30,1.10,5.90,4.50,28.63219155
3.40,35.10,44.50,17.00,4.70,65.30,1.10,8.90,3.00,26.06205519
3.40,35.10,44.50,17.00,4.70,65.30,1.10,8.90,3.00,26.06205519
3.90,37.20,42.70,16.20,4.90,64.60,1.10,7.80,5.40,26.48524659
3.90,37.20,42.70,16.20,4.90,64.60,1.10,7.80,5.40,26.48524659
2.90,32.40,49.50,15.20,4.90,66.50,1.10,7.20,5.10,27.57071043
6.20,32.70,44.50,16.60,5.00,61.50,1.20,10.90,4.80,24.48462723
2.30,35.20,41.50,21.00,4.70,63.70,.90,6.20,3.50,25.99557401
2.30,35.20,41.50,21.00,4.70,63.70,.90,6.20,3.50,25.99557401
7.70,32.10,44.90,15.30,5.10,62.30,1.00,12.80,3.50,24.22177323
8.70,32.30,47.10,11.90,5.30,64.90,1.00,13.80,3.10,24.83972376
10.70,35.70,45.20,8.40,5.60,62.90,1.10,17.10,4.90,23.75418372
7.10,35.00,39.40,18.50,4.80,58.70,1.00,11.90,5.10,22.96959226
7.10,35.00,39.40,18.50,4.80,58.70,1.00,11.90,5.10,22.96959226
10.00,32.20,41.40,16.40,5.00,57.50,.90,16.60,3.60,21.39942204
7.00,30.60,40.00,22.40,4.60,55.70,1.10,11.70,4.50,21.85768500
8.80,36.80,48.80,5.60,5.70,67.00,1.20,16.50,4.00,25.85116103
6.40,31.40,38.90,23.30,4.50,57.20,1.10,9.90,4.00,22.13782796
8.30,40.70,43.10,7.90,5.40,66.50,1.10,15.60,3.50,25.42618178
11.70,37.70,40.10,10.50,5.50,61.00,1.00,17.30,4.70,22.42710570
11.70,37.70,40.10,10.50,5.50,61.00,1.00,17.30,4.70,22.42710570
9.70,33.60,41.00,15.70,5.30,57.40,.80,14.70,6.10,22.06850757
7.70,39.40,36.60,16.30,5.20,61.10,1.00,13.10,3.30,23.31900243
8.90,36.20,46.70,8.20,5.50,64.10,1.10,15.60,5.50,24.81735095
7.70,30.90,43.70,17.70,4.70,56.50,1.00,11.30,8.80,22.46724437
10.50,29.30,36.70,23.50,4.60,45.30,.80,14.50,11.30,17.67407229
9.10,29.80,39.10,22.00,4.50,52.00,.80,13.30,7.40,19.90452989
8.30,34.20,43.20,14.30,4.90,60.80,1.00,14.00,5.00,23.36322972
9.70,31.30,43.90,15.10,4.90,56.30,.90,15.40,7.40,21.64694157
8.80,28.90,43.70,18.60,4.80,54.90,.90,14.80,6.00,21.06576168
8.40,38.00,35.40,18.20,5.00,55.80,.90,14.90,5.20,21.19650830
10.40,33.50,44.80,11.30,5.30,60.50,1.10,17.00,4.80,22.83044485
9.00,36.80,38.20,16.00,4.80,56.00,1.00,16.00,6.20,21.26684487
11.10,31.80,42.40,14.70,5.10,55.60,1.10,18.00,5.50,20.84232745
13.10,33.00,37.60,16.30,5.10,51.80,1.00,19.80,6.00,18.95769218
13.80,34.60,39.20,12.40,5.40,57.30,1.00,20.50,3.40,20.46954377
14.90,35.80,37.50,11.80,5.60,55.70,1.00,21.50,4.40,19.88016658
14.70,34.20,42.00,9.10,5.80,59.20,1.10,21.40,3.40,21.05298589
13.30,31.70,41.70,13.30,5.30,54.50,.90,20.40,5.60,19.68981970
11.00,34.20,39.40,15.40,5.30,55.20,1.00,18.50,4.60,20.51623301
14.20,33.10,40.70,12.00,5.60,56.00,1.00,21.40,4.00,20.09147274
11.10,34.80,41.50,12.60,5.40,56.90,1.00,18.70,5.40,21.11702899
8.90,34.70,41.40,15.00,4.90,53.90,1.00,17.00,8.20,21.03198306
12.80,35.30,40.30,11.60,5.40,57.80,1.00,20.50,3.70,21.00712694
13.80,35.10,41.60,9.50,5.70,59.40,1.10,21.50,2.80,21.35523998
9.00,37.40,42.30,11.30,5.30,59.80,1.00,18.00,4.60,22.85949593
1.19,21.98,61.28,15.55,4.42,73.49,1.47,3.20,1.87,29.92790806
1.87,25.62,55.83,16.68,4.59,70.25,1.41,3.94,3.13,28.75968909
4.38,22.03,63.48,10.11,4.82,75.25,1.20,6.27,2.35,29.69276912
.90,20.90,56.00,22.20,4.10,64.90,1.20,3.20,4.40,26.57513059
.70,20.30,68.30,10.70,4.40,77.70,1.40,3.10,2.70,31.47455241
1.70,24.44,68.31,5.55,5.11,82.28,1.53,4.15,1.38,33.30728144
.99,23.83,64.11,11.07,4.63,77.15,1.48,3.68,1.99,31.44481600
.80,22.10,56.10,21.00,4.40,67.40,1.20,3.60,2.40,27.65776779
1.13,21.30,67.48,10.09,4.56,79.11,1.41,3.90,.93,31.95175937
1.10,22.40,69.20,7.30,4.70,80.00,2.30,4.00,1.70,32.42813873
4.46,22.34,59.02,14.18,4.66,70.28,1.36,7.00,2.52,27.57859111
1.50,27.20,63.10,8.20,4.90,78.30,1.40,4.40,2.80,32.18233084
.70,21.50,64.00,13.80,4.50,75.30,1.30,3.70,1.40,30.43596120
1.10,22.90,67.30,8.70,4.70,78.60,1.40,4.10,2.50,31.94530477
1.10,21.80,66.60,10.50,4.80,76.60,1.50,4.20,2.40,31.27405791
2.10,19.30,72.90,5.70,4.60,81.70,1.80,5.20,1.00,32.53229286
1.30,20.10,66.00,12.60,4.40,76.00,1.70,4.50,.80,30.55042959
1.00,23.30,66.20,9.50,4.80,78.60,1.10,4.70,1.30,32.06962727
1.07,21.32,64.60,13.01,4.34,74.23,1.28,3.48,3.66,30.71813431
.99,26.44,61.29,11.28,4.75,76.45,1.45,4.23,1.84,31.36190503
1.21,24.20,68.10,6.49,4.70,80.64,1.50,5.08,1.59,32.69485092
1.00,21.70,51.80,25.50,4.00,62.00,1.10,5.30,2.10,25.43949184
1.09,26.52,66.43,5.96,4.87,80.59,1.55,6.04,.99,33.47711144
1.38,21.18,64.42,13.02,4.29,75.70,1.27,2.84,2.88,30.65862820
2.25,23.07,64.90,9.78,4.69,77.43,1.21,4.54,2.35,30.94683193
1.10,18.30,64.30,16.30,4.30,72.90,.80,4.50,1.20,29.16424745
1.95,26.02,60.83,11.20,4.61,75.60,1.37,6.05,1.17,30.51796631
.70,23.20,51.20,24.90,4.10,63.70,1.40,3.40,2.50,25.89035763
1.00,16.70,67.60,14.70,4.10,74.80,1.40,4.00,1.00,29.81509106
1.40,19.00,72.90,6.70,4.50,81.00,1.70,4.80,1.30,32.32977228
1.35,21.35,47.99,29.31,3.59,53.12,1.17,4.81,8.00,23.04557500
1.70,20.20,48.80,29.30,3.80,57.40,.80,5.50,3.20,23.15560895
1.90,17.20,73.60,7.30,4.50,81.00,1.80,4.40,1.00,31.86927053
.70,22.30,54.30,22.70,4.10,65.70,1.00,2.90,3.60,27.04411688
.80,15.70,60.80,22.70,3.70,66.30,1.00,3.00,3.30,26.77265608
1.40,15.70,57.20,25.70,3.70,62.50,1.40,4.60,2.10,24.97464691
2.00,22.00,67.80,8.20,4.60,77.40,1.20,7.90,.70,30.68664024
1.50,21.20,64.50,12.80,4.10,74.50,1.60,6.00,1.00,29.20672415
3.50,19.70,62.40,14.40,4.20,70.10,1.50,9.40,.40,27.04397745
2.10,24.50,52.60,20.80,4.30,64.50,1.10,8.80,.50,25.54788238
1.10,41.70,47.70,9.50,5.40,72.10,1.50,5.10,6.40,31.02353086
2.40,33.10,31.60,32.90,4.00,49.20,.90,7.80,5.20,20.09460546
2.80,35.90,33.90,27.40,4.40,53.60,1.10,8.30,5.20,21.99992325
6.30,36.60,49.10,8.00,5.40,72.20,1.40,11.70,1.30,28.00119097
4.70,41.60,47.30,6.40,5.50,70.60,1.40,11.80,4.30,28.39075029
4.40,36.30,46.40,12.90,5.20,68.00,1.50,11.80,.60,26.90303089
5.50,38.30,44.70,11.50,5.30,67.30,1.30,12.80,1.80,26.57131958
4.60,39.10,48.80,7.50,5.30,70.00,1.40,12.20,3.60,28.06583867
6.60,36.20,48.30,8.90,5.20,67.10,1.40,14.10,3.30,26.10989920
3.40,35.40,48.80,12.40,5.00,69.00,1.30,11.30,1.00,27.54360756
7.20,36.00,48.40,8.40,5.30,67.00,1.40,14.70,3.20,26.00705811
2.90,36.40,49.60,11.10,5.00,70.70,1.40,11.10,.70,28.13745186
3.10,36.20,46.80,13.90,4.90,67.80,1.40,11.30,.70,26.97593703
2.90,37.00,53.20,6.90,5.30,74.30,1.50,11.20,.80,29.53601035
4.90,28.60,52.90,13.60,4.80,66.40,1.30,13.10,.80,25.79195098
5.20,33.70,37.40,23.70,4.50,52.20,1.10,13.40,5.10,21.09551116
7.20,36.00,49.60,7.20,5.50,68.70,1.40,15.20,2.00,26.39522316
4.20,37.80,42.40,15.60,5.00,63.40,1.40,12.80,1.80,25.46756818
6.00,29.20,38.80,26.00,4.40,52.70,1.00,14.80,1.10,20.04138534
5.10,32.70,45.20,17.00,4.90,61.80,1.30,14.10,.90,24.39030793
10.20,29.10,38.10,22.60,4.80,51.40,1.30,19.20,.70,18.68269630
9.70,30.00,43.80,16.50,4.90,56.60,1.30,19.80,.90,20.43820031
13.45,29.26,54.94,2.35,5.59,65.43,1.45,24.67,.51,22.90380967
10.60,32.90,53.00,3.50,5.30,65.30,1.70,23.60,.60,23.41732157
1.63,31.75,48.73,17.89,4.79,66.25,1.50,6.01,3.56,28.07341295
3.30,37.80,53.10,5.80,5.60,76.90,1.50,7.70,2.50,31.22578390
1.85,32.14,60.90,5.11,5.23,80.44,1.56,6.81,.85,32.37824769
1.60,33.88,52.83,11.69,5.10,74.42,1.54,6.60,.65,30.46004315
1.71,33.79,55.66,8.84,5.23,76.44,1.49,6.87,1.13,31.27335362
1.90,29.70,58.80,9.60,4.80,76.60,1.20,7.20,.60,30.60171238
1.30,30.83,56.33,11.54,4.97,74.78,1.46,6.73,.52,30.45414073
2.00,38.58,56.20,3.22,5.56,79.69,2.41,7.56,1.56,32.74073219
1.90,35.60,56.70,5.80,5.40,78.70,1.70,7.50,.90,32.09025118
1.45,34.18,58.33,6.04,5.33,79.38,1.34,7.30,.61,32.39342787
1.35,34.98,59.96,3.71,5.23,81.64,1.51,7.31,.60,33.34078519
1.28,34.98,58.53,5.21,5.29,79.93,1.61,7.26,.70,32.80477989
1.96,34.26,59.63,4.15,5.39,80.09,1.59,8.03,.75,32.64038906
1.30,32.61,58.40,7.69,4.96,76.94,1.66,8.10,.65,31.91954970
2.05,33.29,57.56,7.10,5.15,78.68,1.47,6.91,.69,31.68848320
1.97,36.99,53.15,7.89,5.40,76.29,1.89,6.93,1.60,31.14712042
2.64,32.89,53.02,11.45,5.11,72.65,1.59,7.66,1.54,29.40719788
1.99,36.94,54.72,6.35,5.38,77.25,1.90,7.18,1.94,31.53266713
2.30,32.35,50.34,15.01,4.91,69.77,1.47,7.47,1.37,28.26591195
2.38,33.55,56.63,7.44,5.17,77.03,1.38,7.71,1.27,31.20078164
1.75,32.48,62.36,3.41,5.22,81.43,1.35,7.44,1.15,32.79463563
1.52,32.53,54.29,11.66,4.99,72.68,1.37,7.28,2.02,29.86671610
1.70,31.64,54.13,12.53,4.75,73.06,1.37,7.46,.83,29.42606224
1.55,33.62,58.78,6.05,5.24,79.07,1.38,7.57,.69,32.09962880
1.45,35.58,56.22,6.75,5.35,77.79,1.64,7.66,.81,31.85989877
1.71,35.75,57.57,4.97,5.32,79.66,1.46,7.97,.62,32.48163573
1.87,32.12,60.87,5.14,4.96,79.26,1.40,8.52,.72,32.27139763
1.96,32.82,58.33,6.89,5.02,79.47,1.42,6.58,.62,32.15518577
2.24,33.51,56.44,7.81,5.29,77.14,1.56,6.94,1.26,31.32248007
2.08,34.19,53.91,9.82,5.09,76.11,1.49,6.90,.59,30.89815475
1.40,35.78,58.91,3.91,5.35,82.02,1.40,6.74,.58,33.52081049
2.37,38.86,43.43,15.34,4.93,64.36,1.40,7.63,6.34,27.55564476
1.86,33.28,51.36,13.50,4.93,71.82,1.80,7.19,.76,29.17517569
2.67,32.67,51.55,13.11,5.03,71.44,1.45,7.97,1.00,28.89158826
1.90,35.92,53.20,8.98,5.45,74.65,1.80,7.46,1.66,30.54954781
2.20,35.00,44.90,17.90,4.90,64.90,1.90,7.80,2.60,27.11756356
1.49,38.13,53.66,6.72,5.38,75.42,1.46,7.37,3.65,31.80118409
2.20,38.10,54.80,4.90,5.60,78.20,1.70,8.40,1.20,32.13297993
2.40,37.60,56.20,3.80,5.60,79.20,2.10,8.60,.70,32.35986257
2.20,38.60,55.70,3.50,5.50,80.10,1.60,8.50,.80,32.54001160
1.81,36.01,56.95,5.23,5.48,78.74,1.52,8.16,.87,32.10160243
3.77,38.26,53.70,4.27,5.55,76.66,1.77,10.10,1.65,30.81453705
1.55,35.56,57.69,5.20,5.15,78.87,1.59,8.27,.92,32.23236047
1.30,34.86,55.44,8.40,5.20,76.89,1.64,5.42,2.45,31.89434103
1.35,34.55,53.16,10.94,5.05,75.27,1.51,6.12,1.11,30.98889244
1.04,33.77,57.76,7.43,5.22,78.75,1.80,5.91,.89,32.49131830
2.70,38.00,54.00,5.30,5.50,76.70,1.50,7.60,3.40,31.51649233
1.65,32.21,49.96,16.18,4.83,69.12,1.48,7.24,1.15,28.21595015
1.82,36.03,46.67,15.48,4.94,68.90,1.64,7.50,1.54,28.20828627
3.60,37.30,55.50,3.60,5.55,78.83,1.92,9.19,.91,31.38198370
1.97,40.12,53.57,4.34,5.62,77.81,1.86,8.18,2.19,32.15847319
1.77,37.39,57.56,3.28,5.63,80.36,1.89,8.19,.65,33.32222430
2.16,32.95,56.60,8.29,5.06,75.98,1.48,8.67,.52,30.67054105
1.49,39.47,52.72,6.32,5.51,76.72,1.60,8.09,1.76,32.15342610
2.22,34.62,52.30,10.86,4.98,72.08,1.54,9.10,1.44,29.27040047
2.40,40.70,50.20,6.70,5.70,75.30,1.60,6.70,4.00,31.48698361
1.75,36.75,53.02,8.48,5.24,74.46,1.59,6.54,3.69,31.14173992
1.90,33.80,47.80,16.50,4.60,64.20,1.40,6.70,6.60,27.33054159
1.90,40.40,45.40,12.30,5.30,70.20,1.60,7.00,3.60,29.62619372
1.66,38.79,55.00,4.55,5.48,78.50,1.83,6.91,2.73,32.58956751
1.54,35.62,49.79,13.05,4.98,70.98,1.56,6.83,2.60,29.07118795
1.54,37.24,56.77,4.45,5.45,79.16,1.71,6.88,2.35,32.49205521
1.50,31.12,52.69,14.69,4.62,71.29,1.33,7.07,1.00,28.94112599
2.35,39.34,47.06,11.25,5.25,70.79,1.50,8.09,3.12,29.31080397
1.60,33.90,54.40,10.10,5.20,74.70,1.60,7.70,.70,30.35704295
2.28,37.62,55.18,4.92,5.51,78.03,1.97,8.35,1.22,31.81169551
6.82,35.46,55.42,2.30,5.71,76.92,1.63,12.49,.95,29.69508051
1.79,37.33,56.02,4.86,5.46,78.86,1.64,8.06,1.12,32.08758083
1.39,37.36,47.24,14.01,4.93,68.83,1.64,7.75,2.84,29.24388248
2.14,40.44,49.71,7.71,5.15,73.24,1.59,8.43,3.88,30.46989197
2.70,34.75,53.58,8.97,5.30,74.49,1.45,8.93,.86,29.94313245
1.71,34.91,53.59,9.79,5.05,74.38,1.60,8.31,.87,30.40541527
2.14,37.52,57.08,3.26,5.64,79.49,1.68,9.14,.79,32.35510489
2.43,37.93,56.22,3.42,5.66,78.63,1.71,9.42,1.16,31.85355730
4.47,39.90,44.44,11.19,5.34,68.03,1.19,11.24,3.01,27.47570848
3.48,39.53,51.08,5.91,5.53,75.68,1.56,10.52,.80,30.53519712
3.25,37.14,50.25,9.36,5.16,69.32,1.89,11.56,2.71,28.04494156
1.20,37.10,47.80,13.90,5.10,69.70,1.40,5.50,4.40,29.53685152
1.10,38.30,47.80,12.80,5.10,71.00,1.20,5.90,4.00,29.91582861
