Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,GCV
0.7,7.9,64.2,27.2,24.71373107
3.36,4.04,65.64,26.96,22.45948603
1.4,6.8,81.2,10.6,29.80939507
1.11,11.91,60.09,26.89,24.91270661
1.6,8.6,77.9,11.9,30.13991852
1.6,28.6,58.7,11.1,30.8460879
1.7,29.3,58.8,10.2,30.97484568
5.38,5.99,77.47,11.16,26.75679556
3.32,13.69,56.68,26.31,22.39915672
1.0,37.8,53.1,8.1,31.40267585
1.0,36.6,52.8,9.6,31.19541935
1.4,34.8,53.3,10.5,30.29035157
10.91,16.04,58.8,14.25,21.94885982
1.6,30.1,56.1,12.2,28.92575217
6.8,27.0,50.5,15.7,23.14327572
17.8,17.4,54.1,10.7,17.71863201
8.1,34.5,50.7,6.7,25.14841285
18.3,19.63,39.67,22.4,13.5763877
19.64,21.99,46.82,11.55,15.71605205
17.2,31.1,40.1,11.6,16.18735065
0.7,16.0,68.8,14.5,29.97695211
0.7,20.3,62.6,16.4,29.05145009
1.7,19.5,49.7,29.1,24.17674414
1.29,19.76,68.73,10.22,31.23464124
1.9,21.1,54.7,22.3,26.52589273
0.8,15.8,74.5,8.9,32.58631563
1.6,19.1,63.7,15.6,29.07860446
2.3,17.21,62.72,17.77,27.83188879
1.2,18.8,69.6,10.4,31.612262
1.71,18.59,69.95,9.75,31.92194102
0.7,21.2,62.0,16.1,29.39778575
1.6,16.7,72.6,9.1,32.02605819
1.89,19.9,67.92,10.29,31.41901081
3.89,18.25,67.69,10.17,29.75116613
0.9,21.7,52.5,24.9,26.11704599
1.46,21.0,63.42,14.12,29.78176598
1.4,21.3,65.0,12.3,30.33617661
0.7,26.1,58.2,15.0,29.83143293
2.6,23.93,62.03,11.44,30.35194988
2.69,23.4,62.4,11.51,29.98206431
2.8,21.7,62.9,12.6,29.33607984
2.3,18.4,65.5,13.8,29.4530328
0.8,26.5,61.2,11.5,30.97932493
1.41,22.27,68.84,7.48,32.49367591
1.2,24.3,57.4,17.1,28.65530881
1.49,20.33,66.46,11.72,30.89913107
5.13,22.16,61.18,11.53,28.37744609
3.5,26.5,59.3,10.7,29.80441631
2.3,19.0,66.8,11.9,30.04577509
3.7,23.5,62.8,10.0,29.82328712
1.2,24.1,66.1,8.6,32.40445077
2.1,29.3,61.8,6.8,31.96375144
1.7,25.1,59.3,13.9,29.86028136
1.5,28.2,58.1,12.2,29.86370841
1.1,28.9,56.9,13.1,30.33199338
1.2,25.5,58.5,14.8,29.59187037
1.1,25.6,61.6,11.7,30.89060659
1.36,25.42,62.09,11.13,30.97212195
2.1,23.6,67.8,6.5,32.33881662
0.8,25.1,55.5,18.6,28.07270284
2.0,24.8,61.6,11.6,30.15157513
0.8,28.8,59.4,11.0,31.38761438
3.43,28.8,63.53,4.24,32.6289112
1.98,26.72,64.47,6.83,32.07557323
1.6,25.1,58.6,14.7,29.38513306
6.33,28.79,52.29,12.59,26.71876445
3.55,23.83,62.92,9.7,30.05348628
1.6,29.5,59.5,9.4,31.38580894
1.4,26.5,62.7,9.4,31.64239668
2.3,26.5,63.4,7.8,31.53028975
3.0,25.0,63.3,8.7,30.22730121
2.1,29.3,60.5,8.1,31.24682357
1.6,33.7,54.0,10.7,30.21984668
1.7,33.2,54.8,10.3,30.52951385
4.15,25.57,65.74,4.54,30.84214688
1.4,39.8,49.7,9.1,31.23451254
1.5,30.2,61.3,7.0,32.03138531
2.0,32.5,51.3,14.2,28.47334179
1.5,34.1,56.2,8.2,31.58968402
1.9,35.0,58.7,4.4,32.59875312
1.6,37.9,51.1,9.4,30.59929942
2.0,34.2,50.9,12.9,28.96039875
2.55,18.92,62.83,15.7,28.53061074
1.1,29.1,57.1,12.7,30.13654087
2.28,20.89,68.81,8.02,31.57111317
1.0,22.0,60.7,16.3,28.50357193
6.24,21.39,60.94,11.43,27.9080231
4.34,19.68,67.21,8.77,29.99837707
1.8,20.7,59.8,17.7,27.70542338
2.56,26.2,56.67,14.57,28.76104831
2.2,25.4,63.94,8.46,31.82627297
3.27,22.46,65.19,9.08,30.6777746
1.27,23.1,62.78,12.85,30.20627339
2.6,27.9,62.7,6.8,31.8005045
1.71,18.41,58.54,21.34,26.77151504
3.29,21.23,69.79,5.69,31.82222782
0.84,26.58,61.87,10.71,31.17193363
2.7,21.9,56.7,18.7,26.79356094
3.55,22.48,64.22,9.75,30.42784239
1.0,23.9,45.4,29.7,23.79221717
1.83,20.73,62.71,14.73,29.59718711
1.73,26.1,64.28,7.89,31.99321084
1.3,26.5,58.3,13.9,29.66977914
3.04,31.29,59.93,5.74,31.67024425
1.01,29.79,54.76,14.44,29.56381123
1.49,30.43,59.02,9.06,31.31571706
1.53,28.42,61.29,8.76,31.54089488
2.7,28.9,63.6,4.8,32.2424704
1.26,18.48,64.55,15.71,29.34651619
1.39,28.71,49.51,20.39,26.925148
1.93,38.39,51.95,7.73,31.39018695
2.4,29.0,60.1,8.5,30.5977586
1.3,22.7,58.4,17.6,28.04815906
1.6,43.7,47.3,7.4,31.56667729
4.66,31.12,53.52,10.7,28.42023095
2.5,31.4,60.6,5.5,31.96909531
1.98,36.09,54.71,7.22,31.54491344
1.96,36.38,51.83,9.83,30.32356386
2.98,35.43,53.87,7.72,30.72912539
2.27,37.21,46.95,13.57,28.77626505
1.9,34.2,54.8,9.1,30.47889972
1.9,33.9,54.9,9.3,30.87321463
0.93,33.43,58.4,7.24,32.43991027
2.8,30.9,46.2,20.1,25.74492009
3.1,32.6,48.6,15.7,27.28874738
3.17,34.23,58.2,4.4,31.62778208
2.3,35.7,53.2,8.8,30.51334198
1.8,32.9,52.1,13.2,28.67946948
1.1,37.3,53.7,7.9,31.1730189
1.8,32.6,59.3,6.3,31.88366585
1.3,31.9,60.9,5.9,31.75011437
2.9,37.3,52.2,7.6,29.7392892
2.73,18.73,71.73,6.81,31.96576773
1.14,22.92,57.69,18.25,28.23353447
1.15,28.34,61.18,9.33,31.38489576
2.23,21.26,66.83,9.68,31.11690896
3.3,21.1,57.5,18.1,26.69554913
2.77,16.31,68.36,12.56,29.77666232
1.31,21.82,56.14,20.73,27.59119398
2.4,28.3,61.2,8.1,31.48003654
1.82,17.52,57.23,23.43,25.87664244
1.37,30.86,54.57,13.2,30.20541195
1.53,17.39,61.95,19.13,27.98032484
1.16,19.7,64.47,14.67,29.59019406
2.95,21.7,63.33,12.02,29.77151821
1.26,28.54,56.12,14.08,29.29153075
1.57,29.57,59.18,9.68,31.1209016
1.1,30.74,53.99,14.17,29.91831318
3.08,25.05,59.57,12.3,29.49262022
1.6,23.24,60.7,14.46,29.38966507
1.37,28.15,60.57,9.91,31.51657205
1.13,29.94,61.63,7.3,32.82688918
2.65,22.77,60.18,14.4,29.45145953
1.2,29.6,60.4,8.8,31.91300416
2.4,33.32,53.16,11.12,30.14170386
1.0,28.2,58.3,12.5,30.65240732
1.4,28.2,57.5,12.9,29.77719369
1.62,29.39,58.42,10.57,30.8744194
1.06,32.08,58.02,8.84,31.51662196
5.1,23.12,62.3,9.48,28.968532
3.33,29.42,56.87,10.38,29.57601994
6.95,29.49,53.83,9.73,27.63630083
2.65,30.64,55.66,11.05,29.70743513
3.47,31.81,55.74,8.98,30.06952224
1.0,28.1,57.3,13.6,30.04058614
2.5,35.4,51.6,10.5,29.67605336
1.18,34.47,54.5,9.85,31.10435838
5.88,32.67,53.31,8.14,28.53142386
3.1,30.2,46.4,20.3,25.65410029
1.5,32.7,48.7,17.1,28.02101809
1.6,34.97,50.41,13.02,29.08560848
1.55,38.94,42.62,16.89,27.88313118
3.04,34.34,54.34,8.28,30.33419197
3.12,32.71,50.1,14.07,28.55072928
2.2,36.1,53.9,7.8,30.90819953
1.99,32.4,57.59,8.02,31.38001028
2.12,38.8,51.6,7.48,30.82651836
1.47,33.77,53.63,11.13,29.97594024
2.86,31.68,57.6,7.86,30.7854356
2.0,37.6,49.6,10.8,29.57096384
4.45,32.69,59.82,3.04,31.32051184
3.03,32.9,62.37,1.7,32.8903327
1.78,34.79,52.52,10.91,29.74673938
2.11,34.99,54.54,8.36,30.93664266
1.52,39.91,47.53,11.04,29.84403764
3.0,39.0,51.2,6.8,29.86868048
3.6,16.49,67.54,12.37,29.25365958
3.55,28.74,50.27,17.44,26.42017244
4.44,20.94,57.31,17.31,26.68491767
1.23,27.51,59.18,12.08,30.16805822
1.69,26.96,56.34,15.01,28.95404167
0.76,22.57,59.27,17.4,29.1838983
1.26,25.85,52.59,20.3,27.08673853
2.57,21.15,54.63,21.65,26.46017395
1.01,26.16,53.56,19.27,28.30547688
1.7,17.8,70.7,9.8,31.3629676
3.19,26.03,56.76,14.02,28.83167568
1.31,27.23,59.94,11.52,31.38905332
2.29,15.46,67.02,15.23,28.95202174
1.74,21.96,64.21,12.09,30.80220118
2.74,20.69,70.51,6.06,32.32409957
2.03,29.49,60.82,7.66,31.88405591
1.27,29.07,51.89,17.77,27.90290604
1.85,32.74,58.24,7.17,31.72113217
3.85,29.66,49.58,16.91,27.09122188
1.33,20.08,62.29,16.3,29.19061756
1.25,26.44,53.09,19.22,28.04872347
2.77,20.86,63.88,12.49,29.76322795
1.82,31.33,57.24,9.61,31.34071328
1.73,31.57,58.27,8.43,31.66651438
1.62,22.65,58.97,16.76,28.94953098
3.35,27.69,57.8,11.16,29.71153671
4.26,23.2,55.29,17.25,27.2470848
2.16,31.08,54.94,11.82,29.95896844
5.44,26.45,47.43,20.68,24.48742431
1.65,30.82,56.33,11.2,30.2753192
1.92,29.15,61.99,6.94,32.04264273
1.91,30.97,55.82,11.3,29.91929046
1.44,37.0,45.39,16.17,28.12062087
2.66,29.83,54.07,13.44,29.06654808
6.47,24.82,58.54,10.17,28.05925599
1.81,29.62,57.33,11.24,30.43121565
1.68,29.42,59.61,9.29,31.14787245
1.92,36.8,53.91,7.37,31.21762486
2.9,35.6,44.9,16.6,27.21212653
1.85,33.36,50.55,14.24,28.5440464
1.48,27.25,62.39,8.88,31.58001054
3.29,28.81,56.25,11.65,29.0084056
1.81,37.97,49.62,10.6,29.94527
4.15,31.14,45.11,19.6,25.37170012
1.7,37.0,50.9,10.4,30.44925534
3.32,34.2,58.0,4.48,31.28206949
2.89,34.37,47.86,14.88,27.19907164
2.33,39.5,51.21,6.96,31.00329346
2.11,34.9,53.97,9.02,30.54317184
4.13,37.26,52.29,6.32,29.95946435
3.11,23.96,55.17,17.76,27.2859312
3.11,31.33,46.9,18.66,26.29526448
3.86,29.91,50.96,15.27,27.0368794
4.22,24.37,58.11,13.3,28.27989419
11.08,25.11,52.45,11.36,24.8206601
1.89,33.04,49.25,15.82,27.96018789
1.43,24.89,54.95,18.73,27.76606492
2.07,20.54,59.06,18.33,27.7678387
4.34,30.42,51.58,13.66,27.94446733
1.57,31.02,58.12,9.29,31.2239332
2.84,27.43,51.65,18.08,27.25619764
1.9,27.88,55.17,15.05,28.63219155
1.44,25.81,54.39,18.36,28.13217565
1.28,25.76,51.17,21.79,27.20980099
1.79,31.21,57.56,9.44,31.15208884
1.46,29.46,60.19,8.89,31.85212744
1.21,27.58,60.21,11.0,31.25333737
0.83,21.49,60.81,16.87,29.34767293
2.62,30.0,47.15,20.23,26.41275329
0.66,22.55,57.58,19.21,27.97131907
2.79,29.25,58.38,9.58,30.55689662
1.2,19.98,48.61,30.21,23.9439574
2.83,31.45,46.63,19.09,26.3151091
1.31,31.86,60.81,6.02,32.67539171
2.47,37.4,52.93,7.2,31.6412198
2.63,33.79,49.87,13.71,28.87614681
2.95,22.3,60.1,14.65,28.53337479
2.34,38.62,44.56,14.48,28.24289015
2.21,35.26,52.1,10.43,30.00753195
1.64,29.72,54.63,14.01,28.84521757
1.5,40.23,49.76,8.51,31.20036001
2.57,37.19,50.07,10.17,29.72940038
1.86,38.19,53.3,6.65,32.05115004
1.5,33.66,47.51,17.33,27.36403383
2.4,39.68,47.85,10.07,29.91735435
1.4,37.69,52.26,8.65,31.10611986
1.9,37.6,55.2,5.3,31.86927053
1.5,36.4,46.6,15.5,28.17691266
2.7,36.8,49.9,10.6,28.59098812
3.13,31.1,59.59,6.18,30.8438538
3.09,16.91,69.0,11.0,30.13595637
1.1,31.62,52.09,15.19,29.41270403
3.23,32.3,47.35,17.12,26.92191866
2.34,19.47,53.83,24.36,25.30860638
2.0,27.83,57.94,12.23,29.87583606
1.38,34.04,49.89,14.69,28.93054988
3.11,15.79,62.59,18.51,27.24576904
1.74,24.18,56.39,17.69,28.09673864
2.14,31.66,59.77,6.43,31.85030543
3.41,28.55,59.8,8.24,30.62002787
3.71,15.94,68.87,11.48,29.17109257
1.43,27.52,55.52,15.53,29.47469504
1.16,23.93,56.1,18.81,28.40494748
1.52,28.92,57.66,11.9,30.46872631
0.97,25.53,52.9,20.6,27.2881962
1.5,29.09,52.6,16.81,28.45818276
1.9,26.22,57.42,14.46,29.5350084
1.3,37.9,44.8,16.0,28.42215655
1.54,34.97,57.83,5.66,32.65901728
3.23,23.15,55.84,17.78,26.92191866
2.02,24.53,46.36,27.09,23.10074166
1.38,32.19,49.41,17.02,28.11709366
1.56,36.26,48.42,13.76,28.99232898
3.68,34.3,53.2,8.82,30.10694573
1.43,31.84,46.55,20.18,26.14451715
2.09,26.46,54.8,16.65,28.01018699
1.99,39.96,49.66,8.39,30.52603475
2.17,34.0,52.93,10.9,30.23567291
2.91,38.19,51.57,7.33,30.22567151
3.25,37.52,53.16,6.07,30.38070347
2.1,37.3,48.9,11.7,29.87035486
2.06,39.1,50.75,8.09,30.25367697
1.45,22.86,48.25,27.44,24.40782174
1.37,34.94,51.45,12.24,30.08647838
2.27,39.69,48.65,9.39,30.04558952
2.12,29.96,46.18,21.74,25.60864479
2.17,38.51,46.2,13.12,28.54437584
3.1,30.3,58.9,7.7,29.90077467
5.18,34.58,50.01,10.23,27.84875746
4.75,34.47,53.61,7.17,29.19461535
4.4,31.0,60.4,4.2,29.93753234
2.75,37.86,50.99,8.4,29.77382923
0.71,17.86,61.89,19.54,27.70821988
2.15,30.21,56.72,10.92,30.22136928
3.66,30.45,52.64,13.25,28.44967628
2.15,36.52,52.44,8.89,30.02594336
3.02,37.69,48.39,10.9,28.43604986
1.9,19.42,55.92,22.76,26.04039249
0.97,28.71,58.11,12.21,30.4315715
0.8,17.2,57.4,24.6,26.05326919
1.28,32.63,57.65,8.44,31.96735176
1.36,35.33,53.08,10.23,30.71523242
1.11,23.95,56.93,18.01,28.47894019
1.5,25.8,60.1,12.6,29.87071955
0.95,26.65,58.55,13.85,30.14077623
2.21,39.27,49.98,8.54,30.58935575
4.11,30.53,55.68,9.68,28.72470436
2.65,32.89,48.33,16.13,27.67593455
1.42,34.9,55.3,8.38,31.37924507
1.52,37.76,54.91,5.81,32.05209563
2.25,36.44,46.25,15.06,27.44422011
3.47,34.39,48.84,13.3,27.61539526
2.44,36.43,54.31,6.82,30.40630267
2.6,33.1,48.86,15.44,27.0221502
1.63,32.54,53.73,12.1,30.10560514
2.74,36.4,51.75,9.11,30.48872468
3.52,32.44,44.69,19.35,26.18399336
2.09,37.66,49.65,10.6,29.27529013
1.4,23.7,50.9,24.0,25.52702442
1.56,30.24,51.42,16.78,28.90536148
1.1,16.6,72.2,10.1,31.26287737
2.65,25.99,52.11,19.25,26.5900763
1.95,29.3,57.65,11.1,30.47691278
3.48,36.55,45.47,14.5,27.52281776
1.47,36.97,41.22,20.34,26.28737441
1.33,24.19,55.99,18.49,27.49636614
2.92,33.23,46.11,17.74,26.74842541
3.38,39.87,49.17,7.58,29.89771096
2.45,38.28,54.44,4.83,31.81762012
2.4,39.7,49.9,8.0,29.74490355
2.81,35.93,49.99,11.27,28.80933699
5.01,36.25,53.05,5.69,29.33804668
2.86,39.67,50.49,6.98,30.46696978
3.61,17.63,55.62,23.14,24.60738035
3.45,37.6,47.47,11.48,28.46034995
1.06,29.41,47.65,21.88,27.2749956
1.64,31.67,45.12,21.57,26.60278514
4.76,37.39,46.75,11.1,27.42579727
3.36,16.64,69.37,10.63,29.80516955
2.48,24.1,61.74,11.68,30.1284304
1.3,30.8,47.7,20.2,27.20180893
1.55,16.84,60.3,21.31,27.35921208
1.7,40.2,44.4,13.7,27.89127259
2.94,18.77,68.37,9.92,30.23665154
2.04,25.4,43.9,28.66,23.20553859
3.29,29.2,52.29,15.22,27.99285427
1.98,26.24,58.98,12.8,28.98477748
1.6,29.2,39.5,29.7,22.73585215
3.32,35.93,51.03,9.72,29.9725442
4.23,15.44,67.97,12.36,28.09008073
2.8,34.21,49.54,13.45,28.55265027
2.85,39.39,49.76,8.0,30.3822445
2.28,36.3,44.3,17.12,27.3813799
5.11,35.17,53.91,5.81,29.3004071
3.14,36.31,53.29,7.26,29.92695925
2.04,40.63,53.3,4.03,32.26553013
2.7,37.9,51.9,7.5,30.01768576
1.62,28.49,42.9,26.99,24.17376458
2.21,35.19,51.03,11.57,29.63247874
4.14,30.2,49.89,15.77,27.03399481
3.53,36.16,45.89,14.42,27.37849798
2.48,31.26,58.49,7.77,31.33173836
1.45,26.66,46.2,25.69,23.72285784
0.7,19.6,56.5,23.2,26.83623233
1.6,33.54,39.3,25.56,24.62693582
1.8,30.5,40.2,27.5,23.93752198
5.81,21.72,60.28,12.19,27.24805593
4.03,33.91,41.97,20.09,24.78585721
2.04,39.47,50.28,8.21,30.32137875
3.0,36.7,51.8,8.5,29.55107978
3.8,37.85,47.02,11.33,27.86980416
3.06,38.95,48.31,9.68,29.52346534
3.17,37.22,52.36,7.25,29.14818926
2.5,35.0,49.1,13.4,28.02189527
4.99,35.32,52.73,6.96,28.74592223
6.11,29.71,53.82,10.36,27.28981887
2.6,31.04,51.44,14.92,27.21912427
1.74,33.65,46.25,18.36,27.44135515
2.82,28.18,48.55,20.45,26.66082776
1.2,25.2,54.8,18.8,27.64263094
1.4,20.7,65.0,12.9,30.07485003
1.41,27.39,50.65,20.55,26.6241249
4.75,34.6,48.09,12.56,27.41950425
1.03,27.46,50.85,20.66,26.85520358
4.07,29.03,41.8,25.1,23.03232688
3.1,36.35,54.49,6.06,29.93242085
1.97,30.1,44.86,23.07,25.52967969
0.82,23.45,52.74,22.99,26.64267837
1.09,24.53,51.32,23.06,26.25292009
1.72,30.31,46.34,21.63,26.71159304
1.17,16.5,65.35,16.98,28.67973426
1.6,17.27,67.31,13.82,29.91579009
2.72,17.15,70.48,9.65,30.4049784
4.91,31.08,38.9,25.11,22.31346072
4.52,33.64,50.05,11.79,27.33260034
0.82,31.0,43.84,24.34,25.93963192
1.49,29.71,47.38,21.42,26.23831759
2.74,39.55,48.79,8.92,29.5895661
2.37,17.12,65.14,15.37,28.12057431
3.16,39.7,49.39,7.75,29.64384444
2.35,32.87,40.05,24.73,23.95105102
7.43,31.33,57.1,4.14,28.10031778
4.41,17.77,59.97,17.85,25.9648668
4.03,19.89,61.73,14.35,27.66253234
2.06,25.59,56.16,16.19,27.55005394
7.21,30.92,53.44,8.43,26.70085716
2.78,18.32,47.9,31.0,22.95574954
0.92,16.14,70.21,12.73,30.3204077
4.59,27.69,45.57,22.15,23.55024341
6.32,21.57,57.43,14.68,25.64845328
7.4,34.2,49.3,9.1,26.72799168
2.18,34.42,49.98,13.42,28.32766132
1.17,18.32,49.31,31.2,24.1097137
0.68,15.77,63.04,20.51,27.66128336
5.48,15.66,66.89,11.97,27.73215269
8.16,19.55,65.37,6.92,27.2084779
2.81,19.11,61.96,16.12,27.41110994
5.49,20.09,66.61,7.81,28.90884025
5.78,21.31,66.32,6.59,28.4852049
6.28,33.36,53.85,6.51,28.06602859
5.76,32.32,48.82,13.1,25.7054963
6.13,30.1,57.18,6.59,27.69000953
2.81,17.79,62.0,17.4,27.24630146
5.91,16.11,65.0,12.98,26.96345043
1.8,15.4,67.3,15.5,28.64082012
2.0,13.9,63.8,20.3,26.9678557
4.29,22.85,64.35,8.51,29.54719726
26.47,15.18,45.33,13.02,15.51665354
1.0,16.1,67.0,15.9,29.20326988
5.31,26.28,57.89,10.52,27.52234476
1.07,12.15,71.77,15.01,29.41002783
2.72,14.82,66.15,16.31,28.12607134
10.1,18.5,65.41,5.99,26.56259262
5.57,19.34,65.58,9.51,27.94732291
8.6,22.6,64.3,4.5,27.18412932
11.1,23.2,59.0,6.7,23.3812694
5.0,33.2,53.6,8.2,26.02735501
4.3,29.9,58.0,7.8,26.59739245
1.8,24.7,63.3,10.2,30.89769602
1.9,28.4,66.4,3.3,33.30564474
1.9,30.5,60.5,7.1,31.54313924
1.9,35.4,46.5,16.2,28.18776578
2.9,18.7,73.5,4.9,31.88266139
2.5,36.1,51.3,10.1,29.32497341
3.0,44.4,47.7,4.9,31.22559088
3.0,18.4,72.5,6.1,31.28651173
2.0,38.1,46.5,13.4,28.92182811
3.0,34.7,46.8,15.5,27.31487845
2.3,30.4,41.5,25.8,23.89295472
3.5,18.1,70.1,8.3,30.04886384
1.9,37.1,45.2,15.8,28.1125995
1.9,34.8,45.2,18.1,27.22333723
2.9,43.2,47.4,6.5,30.68250306
2.9,37.1,51.6,8.4,30.19747973
1.3,32.9,46.2,19.6,26.92657983
1.2,19.3,73.9,5.6,32.87728199
2.6,32.1,55.6,9.7,29.35117481
4.9,20.7,62.8,11.6,27.82268785
2.5,16.5,67.7,13.3,29.11432544
2.2,32.9,48.0,16.9,27.27194076
4.3,30.7,60.2,4.8,31.0783747
5.7,32.4,54.5,7.4,28.46753861
1.8,28.4,61.5,8.3,31.23073837
11.44,29.87,45.64,13.05,21.34922225
9.6,30.4,39.1,20.9,19.89383378
16.1,39.4,33.59,10.91,16.42980056
2.2,42.4,46.5,8.9,30.13549454
1.6,43.5,43.5,11.4,29.59319346
5.82,35.51,48.98,9.69,27.37213785
2.0,43.2,46.0,8.8,29.80977357
5.39,34.35,53.24,7.02,28.09051735
4.2,41.2,46.9,7.7,28.15664046
2.5,39.5,45.0,13.0,28.46401106
2.0,40.9,46.1,11.0,28.94480637
3.38,41.53,47.06,8.03,29.6642868
2.2,42.0,46.3,9.5,29.59005572
1.6,41.9,45.9,10.6,29.42880514
2.0,39.2,45.7,13.1,28.32972769
1.9,38.2,49.9,10.0,28.99693284
2.4,40.6,41.2,15.8,27.47688939
1.7,39.2,47.3,11.8,28.73625064
4.6,32.7,42.3,20.4,23.53019974
1.8,34.3,38.2,25.7,24.79562
3.2,39.33,44.53,12.94,27.95365135
3.21,34.09,43.84,18.86,25.98930648
2.16,38.08,42.96,16.8,26.58504097
2.5,40.6,46.1,10.8,29.34538503
2.0,41.7,46.7,9.6,29.33174378
2.2,41.1,47.1,9.6,29.31733632
1.9,39.4,43.0,15.7,28.05550599
3.26,37.7,52.39,6.65,29.80887262
3.55,36.26,54.3,5.89,30.22592432
3.36,39.34,46.89,10.41,28.69324169
2.5,36.7,55.7,5.1,31.13507631
4.4,35.9,49.4,10.3,27.71159083
2.61,36.43,50.47,10.49,28.43393668
7.13,33.95,49.9,9.02,26.22732039
1.7,38.2,46.2,13.9,27.68548154
2.0,34.4,44.6,19.0,26.46233407
2.5,43.3,40.1,14.1,27.48751892
2.9,38.1,41.2,17.8,26.06156824
2.1,43.2,42.9,11.8,28.60784037
3.3,38.8,48.5,9.4,29.43701124
2.3,41.4,46.2,10.1,29.19654597
1.6,39.9,47.7,10.8,29.5589974
1.76,40.27,49.51,8.46,30.53350255
2.1,42.4,45.1,10.4,29.07431488
4.1,38.9,42.3,14.7,25.69250973
3.3,36.8,53.2,6.7,29.86375782
3.1,35.7,53.3,7.9,29.47517407
3.6,39.2,47.6,9.6,28.32854696
4.32,41.52,44.05,10.11,27.71034311
2.7,41.9,45.5,9.9,28.44391849
4.3,36.6,48.2,10.9,26.88629419
2.8,38.7,49.4,9.1,28.70852223
3.7,39.1,44.3,12.9,27.73104029
2.09,40.65,44.69,12.57,28.38775017
1.8,37.7,48.1,12.4,28.6387643
3.4,36.9,50.1,9.6,29.07005545
2.01,40.62,45.68,11.69,29.03744902
3.9,38.3,43.0,14.8,26.65062094
3.1,38.2,48.3,10.4,28.61301844
2.63,37.06,47.26,13.05,27.94417161
4.3,36.5,43.2,16.0,25.63011255
2.25,36.74,42.68,18.33,26.45376432
2.15,38.58,41.47,17.8,26.7401658
3.0,36.3,37.6,23.1,24.25827633
2.81,37.53,47.9,11.76,28.27869436
5.98,40.46,46.03,7.53,27.93305609
3.65,38.37,47.81,10.17,28.30296146
2.95,37.22,50.32,9.51,29.3923952
2.4,37.8,50.7,9.1,29.73386996
2.37,41.35,48.18,8.1,30.20574482
2.66,34.93,49.38,13.03,27.80432677
4.8,36.58,44.33,14.29,25.97851282
3.3,39.1,44.2,13.4,26.80770169
4.6,36.7,38.5,20.2,23.65642272
3.6,36.3,42.8,17.3,25.08944189
7.19,36.42,47.12,9.27,25.98848784
7.04,35.17,49.67,8.12,26.94205205
6.3,35.39,50.52,7.79,27.33934392
3.1,33.7,45.6,17.6,25.42202828
1.8,38.3,47.8,12.1,28.25062605
3.49,35.77,49.67,11.07,27.42136893
4.4,36.4,48.8,10.4,27.50024447
7.3,40.2,43.6,8.9,25.54160523
3.4,31.8,34.9,29.9,21.72053647
3.71,40.72,44.11,11.46,27.80637488
2.27,38.81,44.18,14.74,27.76105098
2.31,41.21,47.93,8.55,30.26030269
2.3,35.8,40.7,21.2,25.02362392
1.5,40.2,46.0,12.3,29.18857769
2.79,38.22,43.23,15.76,26.7936057
3.1,38.8,46.1,12.0,28.30467101
2.3,41.2,44.2,12.3,28.40213223
2.39,37.18,43.5,16.93,27.05548123
2.3,41.3,45.8,10.6,28.87869866
3.8,34.1,42.4,19.7,24.6080156
2.3,39.4,48.8,9.5,29.49148537
3.2,37.3,50.5,9.0,28.65766023
4.38,37.88,42.0,15.74,25.57065288
2.0,41.1,46.4,10.5,29.05846667
3.0,38.4,43.0,15.6,27.01068033
4.1,31.8,41.8,22.3,23.40818679
2.5,36.6,43.9,17.0,26.67187039
1.79,39.16,51.2,7.85,30.87329167
3.8,41.1,40.4,14.7,25.30564684
1.93,40.88,46.75,10.44,29.48039757
3.1,38.9,48.7,9.3,29.05890505
4.77,33.19,50.8,11.24,27.44285402
1.39,34.57,48.62,15.42,28.38013737
1.94,33.44,43.23,21.39,25.05875947
2.7,36.02,47.08,14.2,27.15532779
4.7,33.5,54.3,7.5,28.62098546
1.8,41.2,44.5,12.5,29.44628922
5.69,39.14,43.34,11.83,25.78579572
5.4,37.6,43.2,13.8,25.53118211
4.7,37.3,46.6,11.4,26.47305488
3.6,38.8,48.0,9.6,28.20301902
4.1,37.6,48.6,9.7,27.67367504
1.9,37.7,51.0,9.4,29.27048881
1.9,35.65,52.2,10.25,29.42533956
3.5,39.7,51.5,5.3,29.59148433
2.8,37.6,53.4,6.2,30.9216599
2.9,39.7,48.0,9.4,28.8684426
2.8,37.8,50.1,9.3,28.50503403
2.1,35.8,48.0,14.1,27.36787079
5.9,42.1,42.1,9.9,25.92104289
5.3,40.2,48.8,5.7,28.20328155
5.1,39.67,42.05,13.18,26.40366164
1.69,33.25,37.4,27.66,23.95528018
2.3,36.9,48.1,12.7,28.74697815
1.6,33.19,39.82,25.39,23.9475465
2.63,38.82,47.88,10.67,29.16356698
2.0,37.8,46.7,13.5,28.23863532
1.5,39.1,42.7,16.7,27.52446501
3.2,36.7,40.7,19.4,25.58263699
2.07,40.57,45.24,12.12,28.93069203
3.66,39.78,44.0,12.56,27.55660275
2.75,38.76,44.22,14.27,27.71754119
3.1,34.5,45.3,17.1,26.39737988
2.22,40.75,46.34,10.69,29.67038901
1.95,38.22,39.36,20.47,25.86742187
1.8,44.5,42.5,11.2,28.98085225
2.37,31.37,44.58,21.68,24.94233462
2.9,34.7,42.7,19.7,25.48588254
2.1,37.4,40.2,20.3,25.97131662
2.8,40.1,46.28,10.82,28.37846437
5.27,34.17,42.93,17.63,24.96060635
