Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,GCV
6.6,40.0,41.6,11.8,25.06849098
9.9,39.1,42.6,8.4,24.43402105
7.8,39.8,41.1,11.3,25.41040307
9.3,41.9,39.4,9.4,24.38596643
15.5,35.9,34.4,14.2,19.16471965
6.6,40.6,34.2,18.6,21.8562765
2.5,32.9,48.6,16.0,27.47608841
2.4,31.6,48.1,17.9,26.87821538
5.3,35.7,41.8,17.2,25.56689387
1.9,35.5,48.3,14.3,28.63219155
3.4,35.1,44.5,17.0,26.06205519
3.9,37.2,42.7,16.2,26.48524659
2.9,32.4,49.5,15.2,27.57071043
6.2,32.7,44.5,16.6,24.48462723
2.3,35.2,41.5,21.0,25.99557401
7.7,32.1,44.9,15.3,24.22177323
8.7,32.3,47.1,11.9,24.83972376
10.7,35.7,45.2,8.4,23.75418372
7.1,35.0,39.4,18.5,22.96959226
10.0,32.2,41.4,16.4,21.39942204
7.0,30.6,40.0,22.4,21.857685
8.8,36.8,48.8,5.6,25.85116103
6.4,31.4,38.9,23.3,22.13782796
8.3,40.7,43.1,7.9,25.42618178
11.7,37.7,40.1,10.5,22.4271057
9.7,33.6,41.0,15.7,22.06850757
7.7,39.4,36.6,16.3,23.31900243
8.9,36.2,46.7,8.2,24.81735095
7.7,30.9,43.7,17.7,22.46724437
10.5,29.3,36.7,23.5,17.67407229
9.1,29.8,39.1,22.0,19.90452989
8.3,34.2,43.2,14.3,23.36322972
9.7,31.3,43.9,15.1,21.64694157
8.8,28.9,43.7,18.6,21.06576168
8.4,38.0,35.4,18.2,21.1965083
10.4,33.5,44.8,11.3,22.83044485
9.0,36.8,38.2,16.0,21.26684487
11.1,31.8,42.4,14.7,20.84232745
13.1,33.0,37.6,16.3,18.95769218
13.8,34.6,39.2,12.4,20.46954377
14.9,35.8,37.5,11.8,19.88016658
14.7,34.2,42.0,9.1,21.05298589
13.3,31.7,41.7,13.3,19.6898197
11.0,34.2,39.4,15.4,20.51623301
14.2,33.1,40.7,12.0,20.09147274
11.1,34.8,41.5,12.6,21.11702899
8.9,34.7,41.4,15.0,21.03198306
12.8,35.3,40.3,11.6,21.00712694
13.8,35.1,41.6,9.5,21.35523998
9.0,37.4,42.3,11.3,22.85949593
1.19,21.98,61.28,15.55,29.92790806
1.87,25.62,55.83,16.68,28.75968909
4.38,22.03,63.48,10.11,29.69276912
0.9,20.9,56.0,22.2,26.57513059
0.7,20.3,68.3,10.7,31.47455241
1.7,24.44,68.31,5.55,33.30728144
0.99,23.83,64.11,11.07,31.444816
0.8,22.1,56.1,21.0,27.65776779
1.13,21.3,67.48,10.09,31.95175937
1.1,22.4,69.2,7.3,32.42813873
4.46,22.34,59.02,14.18,27.57859111
1.5,27.2,63.1,8.2,32.18233084
0.7,21.5,64.0,13.8,30.4359612
1.1,22.9,67.3,8.7,31.94530477
1.1,21.8,66.6,10.5,31.27405791
2.1,19.3,72.9,5.7,32.53229286
1.3,20.1,66.0,12.6,30.55042959
1.0,23.3,66.2,9.5,32.06962727
1.07,21.32,64.6,13.01,30.71813431
0.99,26.44,61.29,11.28,31.36190503
1.21,24.2,68.1,6.49,32.69485092
1.0,21.7,51.8,25.5,25.43949184
1.09,26.52,66.43,5.96,33.47711144
1.38,21.18,64.42,13.02,30.6586282
2.25,23.07,64.9,9.78,30.94683193
1.1,18.3,64.3,16.3,29.16424745
1.95,26.02,60.83,11.2,30.51796631
0.7,23.2,51.2,24.9,25.89035763
1.0,16.7,67.6,14.7,29.81509106
1.4,19.0,72.9,6.7,32.32977228
1.35,21.35,47.99,29.31,23.045575
1.7,20.2,48.8,29.3,23.15560895
1.9,17.2,73.6,7.3,31.86927053
0.7,22.3,54.3,22.7,27.04411688
0.8,15.7,60.8,22.7,26.77265608
1.4,15.7,57.2,25.7,24.97464691
2.0,22.0,67.8,8.2,30.68664024
1.5,21.2,64.5,12.8,29.20672415
3.5,19.7,62.4,14.4,27.04397745
2.1,24.5,52.6,20.8,25.54788238
1.1,41.7,47.7,9.5,31.02353086
2.4,33.1,31.6,32.9,20.09460546
2.8,35.9,33.9,27.4,21.99992325
6.3,36.6,49.1,8.0,28.00119097
4.7,41.6,47.3,6.4,28.39075029
4.4,36.3,46.4,12.9,26.90303089
5.5,38.3,44.7,11.5,26.57131958
4.6,39.1,48.8,7.5,28.06583867
6.6,36.2,48.3,8.9,26.1098992
3.4,35.4,48.8,12.4,27.54360756
7.2,36.0,48.4,8.4,26.00705811
2.9,36.4,49.6,11.1,28.13745186
3.1,36.2,46.8,13.9,26.97593703
2.9,37.0,53.2,6.9,29.53601035
4.9,28.6,52.9,13.6,25.79195098
5.2,33.7,37.4,23.7,21.09551116
7.2,36.0,49.6,7.2,26.39522316
4.2,37.8,42.4,15.6,25.46756818
6.0,29.2,38.8,26.0,20.04138534
5.1,32.7,45.2,17.0,24.39030793
10.2,29.1,38.1,22.6,18.6826963
9.7,30.0,43.8,16.5,20.43820031
13.45,29.26,54.94,2.35,22.90380967
10.6,32.9,53.0,3.5,23.41732157
1.63,31.75,48.73,17.89,28.07341295
3.3,37.8,53.1,5.8,31.2257839
1.85,32.14,60.9,5.11,32.37824769
1.6,33.88,52.83,11.69,30.46004315
1.71,33.79,55.66,8.84,31.27335362
1.9,29.7,58.8,9.6,30.60171238
1.3,30.83,56.33,11.54,30.45414073
2.0,38.58,56.2,3.22,32.74073219
1.9,35.6,56.7,5.8,32.09025118
1.45,34.18,58.33,6.04,32.39342787
1.35,34.98,59.96,3.71,33.34078519
1.28,34.98,58.53,5.21,32.80477989
1.96,34.26,59.63,4.15,32.64038906
1.3,32.61,58.4,7.69,31.9195497
2.05,33.29,57.56,7.1,31.6884832
1.97,36.99,53.15,7.89,31.14712042
2.64,32.89,53.02,11.45,29.40719788
1.99,36.94,54.72,6.35,31.53266713
2.3,32.35,50.34,15.01,28.26591195
2.38,33.55,56.63,7.44,31.20078164
1.75,32.48,62.36,3.41,32.79463563
1.52,32.53,54.29,11.66,29.8667161
1.7,31.64,54.13,12.53,29.42606224
1.55,33.62,58.78,6.05,32.0996288
1.45,35.58,56.22,6.75,31.85989877
1.71,35.75,57.57,4.97,32.48163573
1.87,32.12,60.87,5.14,32.27139763
1.96,32.82,58.33,6.89,32.15518577
2.24,33.51,56.44,7.81,31.32248007
2.08,34.19,53.91,9.82,30.89815475
1.4,35.78,58.91,3.91,33.52081049
2.37,38.86,43.43,15.34,27.55564476
1.86,33.28,51.36,13.5,29.17517569
2.67,32.67,51.55,13.11,28.89158826
1.9,35.92,53.2,8.98,30.54954781
2.2,35.0,44.9,17.9,27.11756356
1.49,38.13,53.66,6.72,31.80118409
2.2,38.1,54.8,4.9,32.13297993
2.4,37.6,56.2,3.8,32.35986257
2.2,38.6,55.7,3.5,32.5400116
1.81,36.01,56.95,5.23,32.10160243
3.77,38.26,53.7,4.27,30.81453705
1.55,35.56,57.69,5.2,32.23236047
1.3,34.86,55.44,8.4,31.89434103
1.35,34.55,53.16,10.94,30.98889244
1.04,33.77,57.76,7.43,32.4913183
2.7,38.0,54.0,5.3,31.51649233
1.65,32.21,49.96,16.18,28.21595015
1.82,36.03,46.67,15.48,28.20828627
3.6,37.3,55.5,3.6,31.3819837
1.97,40.12,53.57,4.34,32.15847319
1.77,37.39,57.56,3.28,33.3222243
2.16,32.95,56.6,8.29,30.67054105
1.49,39.47,52.72,6.32,32.1534261
2.22,34.62,52.3,10.86,29.27040047
2.4,40.7,50.2,6.7,31.48698361
1.75,36.75,53.02,8.48,31.14173992
1.9,33.8,47.8,16.5,27.33054159
1.9,40.4,45.4,12.3,29.62619372
1.66,38.79,55.0,4.55,32.58956751
1.54,35.62,49.79,13.05,29.07118795
1.54,37.24,56.77,4.45,32.49205521
1.5,31.12,52.69,14.69,28.94112599
2.35,39.34,47.06,11.25,29.31080397
1.6,33.9,54.4,10.1,30.35704295
2.28,37.62,55.18,4.92,31.81169551
6.82,35.46,55.42,2.3,29.69508051
1.79,37.33,56.02,4.86,32.08758083
1.39,37.36,47.24,14.01,29.24388248
2.14,40.44,49.71,7.71,30.46989197
2.7,34.75,53.58,8.97,29.94313245
1.71,34.91,53.59,9.79,30.40541527
2.14,37.52,57.08,3.26,32.35510489
2.43,37.93,56.22,3.42,31.8535573
4.47,39.9,44.44,11.19,27.47570848
3.48,39.53,51.08,5.91,30.53519712
3.25,37.14,50.25,9.36,28.04494156
1.2,37.1,47.8,13.9,29.53685152
1.1,38.3,47.8,12.8,29.91582861
2.52,37.43,48.05,12.0,28.92468632
2.45,39.49,44.51,13.55,28.12489735
2.08,38.41,52.24,7.27,31.39875381
2.23,37.04,52.32,8.41,29.89004808
1.2,38.5,54.1,6.2,31.6834142
1.64,38.0,57.79,2.57,33.20159043
2.59,37.05,48.13,12.23,28.42183022
3.06,36.53,58.76,1.65,32.62769508
2.37,36.54,50.48,10.61,29.20751185
2.95,36.17,48.34,12.54,28.15872161
2.29,41.47,50.64,5.6,31.48155981
5.95,35.48,47.48,11.09,26.37036368
4.77,35.94,55.72,3.57,30.13347063
2.41,38.6,48.52,10.47,29.25887968
2.14,35.88,56.65,5.33,31.59134986
6.59,36.4,44.71,12.3,25.05161959
1.82,32.94,48.75,16.49,27.91395323
2.45,40.65,48.09,8.81,29.63899129
4.1,37.3,54.5,4.1,31.13248288
2.41,36.44,52.58,8.57,29.70099498
2.4,40.3,48.3,9.0,29.55202018
2.31,36.26,58.41,3.02,32.41260818
2.0,39.4,50.9,7.7,30.93037388
1.9,36.2,57.0,4.9,31.84667957
2.08,39.13,53.64,5.15,31.65171828
10.89,33.68,46.85,8.58,23.9125809
3.36,36.91,44.74,14.99,26.44106176
9.66,35.63,51.17,3.54,26.91728126
0.9,30.4,60.4,8.3,32.3045075
2.7,35.5,45.5,16.3,26.79804228
1.3,39.33,51.16,8.21,31.26619054
1.76,34.13,45.92,18.19,27.07955715
3.37,37.8,47.29,11.54,28.38278435
2.4,30.7,45.3,21.6,25.41524408
3.29,34.13,47.33,15.25,27.17004714
3.44,37.25,46.95,12.36,28.03919042
1.79,37.09,50.33,10.79,29.84856814
2.7,37.2,42.7,17.4,26.44075678
3.14,41.84,50.51,4.51,31.40803814
3.1,35.5,44.8,16.6,26.58644554
2.53,37.04,55.68,4.75,31.4878952
3.38,35.11,52.23,9.28,29.84147879
3.49,39.42,46.42,10.67,28.28490364
2.56,37.77,54.82,4.85,31.54144074
1.92,36.47,53.84,7.77,30.55892468
2.1,33.84,61.98,2.08,32.95326766
4.26,37.53,53.79,4.42,30.09040876
5.69,35.57,54.49,4.25,29.75903773
3.9,36.3,58.17,1.63,31.84482431
2.0,33.1,45.7,19.2,26.41227429
2.22,38.05,56.47,3.26,32.51534339
3.57,39.81,46.75,9.87,28.42053589
2.03,37.92,56.68,3.37,32.27538709
4.31,38.57,53.88,3.24,30.98417876
2.01,33.39,59.22,5.38,31.49423039
3.3,39.68,45.06,11.96,27.83246031
2.9,34.2,49.1,13.8,27.61827768
5.69,38.47,51.62,4.22,29.41312638
2.8,35.1,52.6,9.5,29.54404478
3.37,35.81,50.17,10.65,28.41879284
2.22,36.68,56.85,4.25,31.94258599
2.1,33.46,49.95,14.49,27.90484935
2.6,36.74,53.64,7.02,30.09380374
3.41,41.05,47.64,7.9,29.24175657
2.34,36.67,48.33,12.66,28.26987771
1.84,37.54,53.96,6.66,31.22500403
2.3,37.7,54.2,5.8,31.18544383
4.52,36.31,50.19,8.98,28.07618139
2.15,35.11,51.8,10.94,29.2389136
3.64,39.51,55.12,1.73,31.25034509
2.4,38.4,53.9,5.3,31.11715428
3.8,37.0,53.0,6.2,29.60663206
2.3,40.8,48.0,8.9,29.62811472
3.19,34.77,54.99,7.05,29.54913362
2.65,39.23,52.81,5.31,31.03744845
7.17,37.65,41.51,13.67,24.42343552
9.22,33.93,52.97,3.88,26.84807107
11.89,34.05,44.73,9.33,22.88057459
8.37,34.14,37.44,20.05,21.14360023
2.81,40.38,51.21,5.6,30.95021955
5.87,37.51,41.93,14.69,25.3802944
1.77,37.94,51.78,8.51,30.83186935
2.8,39.0,46.5,11.7,28.66538273
2.2,30.0,37.8,30.0,22.17216974
3.4,39.3,44.0,13.3,27.63542093
3.6,40.4,43.4,12.6,28.35115006
1.46,38.72,58.16,1.66,34.03182446
2.21,39.71,49.08,9.0,29.92809928
2.46,42.25,49.85,5.44,31.84825564
7.06,36.72,43.01,13.21,24.78703657
6.23,34.34,51.31,8.12,27.632243
2.51,34.67,52.43,10.39,29.71382872
2.55,39.21,49.59,8.65,29.38664331
2.12,35.65,54.94,7.29,30.89249995
7.71,35.41,49.53,7.35,26.6253753
1.8,32.5,40.9,24.8,24.66815935
2.7,38.9,41.1,17.3,26.50634739
2.1,44.1,40.6,13.2,28.35328794
3.14,36.73,52.15,7.98,29.97643669
2.14,35.83,60.04,1.99,32.69641816
6.17,40.71,41.98,11.14,26.15388933
3.8,36.8,44.2,15.2,26.45238827
2.89,38.16,53.91,5.04,30.94060088
2.2,37.3,57.4,3.1,32.78324783
2.89,37.7,55.9,3.51,32.10266245
2.16,38.93,55.57,3.34,32.30998469
8.61,33.57,40.54,17.28,21.8424233
3.2,36.3,47.2,13.3,27.65210696
3.06,38.81,51.76,6.37,30.27354596
5.48,37.7,38.44,18.38,23.73700354
2.22,36.81,51.31,9.66,29.62044162
3.83,37.87,54.38,3.92,30.98739462
6.22,37.96,44.13,11.69,25.98524568
8.27,36.78,44.9,10.05,24.91638489
1.85,37.51,56.61,4.03,32.36222048
2.89,39.11,54.67,3.33,31.57692921
2.48,35.36,51.07,11.09,28.76873732
2.78,38.6,51.64,6.98,30.62761199
2.22,38.72,53.55,5.51,31.53563756
2.32,38.82,52.06,6.8,30.52304611
8.42,35.59,46.85,9.14,25.51599469
5.9,35.07,57.29,1.74,30.22663883
6.22,35.12,45.44,13.22,24.76486816
3.33,39.74,53.81,3.12,31.6811626
2.53,35.57,55.35,6.55,30.73820285
2.29,35.95,59.56,2.2,32.49411144
2.18,33.31,54.92,9.59,29.72553172
1.88,36.65,53.99,7.48,30.7081934
2.36,37.05,54.97,5.62,31.05959039
1.56,39.24,53.83,5.37,31.95705542
3.2,41.1,45.4,10.3,28.5474182
2.69,38.19,55.18,3.94,31.69411446
2.7,37.6,53.19,6.51,30.61696395
2.6,40.29,53.92,3.19,31.95628937
4.32,40.72,50.28,4.68,29.86243163
2.51,38.06,53.25,6.18,30.91227641
8.19,38.21,45.9,7.7,25.98985666
2.5,40.1,51.6,5.8,30.8133891
2.8,39.7,48.8,8.7,29.53264944
5.94,39.04,51.12,3.9,28.8322372
3.2,43.5,46.2,7.1,30.12647323
4.65,40.9,50.01,4.44,29.16578052
5.7,31.1,49.2,14.0,25.43916106
2.51,34.74,59.21,3.54,31.95438709
9.57,37.3,45.73,7.4,25.62040532
2.6,39.72,50.51,7.17,30.22715886
3.5,37.3,46.2,13.0,27.64479311
3.23,37.9,51.83,7.04,29.52112263
2.53,39.66,54.36,3.45,31.87763728
12.26,36.28,46.71,4.75,24.17901885
6.9,38.0,41.5,13.6,23.94951816
7.49,33.37,50.09,9.05,26.89103576
1.76,39.01,48.03,11.2,29.53808182
2.6,36.8,49.7,10.9,29.02533159
2.08,39.0,46.03,12.89,28.57063561
5.8,37.14,43.76,13.3,25.36840411
3.07,39.21,45.63,12.09,28.20953751
2.0,38.08,52.98,6.94,31.19011024
2.03,40.46,49.88,7.63,30.77528426
3.24,40.75,51.73,4.28,31.1912759
7.85,34.6,36.34,21.21,21.67295791
3.59,37.33,50.66,8.42,28.91196115
3.43,36.23,40.71,19.63,25.37386388
1.7,39.63,54.85,3.82,32.7771637
1.74,34.05,50.57,13.64,29.02818134
2.16,39.32,45.59,12.93,28.43136092
2.3,40.98,48.61,8.11,30.20449421
1.91,37.97,50.74,9.38,30.03346585
1.83,41.78,43.13,13.26,28.72578699
2.5,33.1,52.3,12.1,28.77671716
2.09,37.28,49.12,11.51,28.9657785
3.75,41.68,46.92,7.65,29.47653757
2.61,37.59,47.26,12.54,28.35238229
3.28,38.12,50.22,8.38,29.51032402
4.29,35.04,49.02,11.65,27.80999902
2.71,36.36,55.62,5.31,31.15396768
3.5,39.2,51.0,6.3,30.05330834
6.83,37.35,41.17,14.65,24.357238
2.51,34.87,51.56,11.06,28.92071433
2.09,34.84,54.6,8.47,30.30590234
2.1,42.96,49.06,5.88,31.08081112
1.78,37.09,50.74,10.39,30.21473862
3.27,34.68,47.68,14.37,27.0610486
2.1,36.38,51.23,10.29,29.46782589
2.15,38.14,46.64,13.07,28.41378193
3.0,29.7,44.0,23.3,24.22009927
4.9,38.14,43.03,13.93,25.85167854
11.14,35.64,41.09,12.13,22.34647672
3.36,38.46,50.98,7.2,29.89702094
2.84,40.24,48.29,8.63,29.31749844
3.24,38.42,47.7,10.64,28.67741868
3.86,36.45,53.65,6.04,30.14004623
2.45,36.61,48.88,12.06,28.44674953
3.0,36.9,55.1,5.0,30.90799018
5.14,39.13,42.38,13.35,25.73996779
3.29,37.56,52.21,6.94,30.36611835
2.95,36.5,53.96,6.59,30.4749072
2.2,39.6,52.6,5.6,31.2718254
2.27,40.22,51.64,5.87,31.13364038
1.97,35.47,54.57,7.99,30.78715436
2.4,37.71,41.8,18.09,26.12752312
5.68,36.68,48.82,8.82,27.45429332
5.01,36.95,49.0,9.04,28.03351482
5.63,35.23,40.35,18.79,23.57644917
2.16,35.13,59.87,2.84,32.44435188
9.68,35.79,40.86,13.67,22.81007024
1.98,37.74,47.63,12.65,28.23085479
2.41,37.08,50.04,10.47,29.44030223
4.71,36.22,56.93,2.14,30.73735988
2.42,36.38,57.55,3.65,32.00186344
3.47,40.33,49.35,6.85,29.89451615
3.36,37.52,46.97,12.15,28.1453704
4.3,38.12,41.06,16.52,25.16971296
2.83,37.81,49.23,10.13,28.67687793
2.44,37.62,53.31,6.63,30.39486512
3.7,41.5,50.1,4.7,30.3200395
3.11,39.4,51.25,6.24,30.24454399
4.3,38.06,47.57,10.07,27.79146623
1.98,37.99,47.42,12.61,28.72498811
5.46,37.13,53.92,3.49,29.5945055
3.79,40.49,46.53,9.19,27.94198821
2.38,40.65,48.07,8.9,29.80331689
3.65,37.17,48.07,11.11,27.03098624
5.84,33.21,55.37,5.58,28.43197725
1.78,34.07,54.08,10.07,30.23530098
5.4,38.38,50.14,6.08,28.66148296
7.79,38.07,44.66,9.48,25.77105827
1.83,38.86,55.72,3.59,32.54679429
15.22,31.52,49.55,3.71,23.40271664
5.5,36.5,50.0,8.0,27.4429839
4.38,39.54,49.23,6.85,28.84600573
5.48,41.22,46.84,6.46,28.05311019
1.92,33.0,52.15,12.93,28.8998544
4.84,36.19,52.38,6.59,28.76700122
4.48,39.42,49.34,6.76,28.67145924
3.61,38.78,54.2,3.41,30.94648885
12.03,34.8,47.43,5.74,24.23245636
9.18,36.73,44.09,10.0,24.4307788
5.3,36.9,55.1,2.7,29.76354407
5.77,35.97,47.82,10.44,26.53919558
3.18,42.37,48.45,6.0,30.01108211
12.41,35.06,42.41,10.12,22.05350287
7.0,41.4,47.8,3.8,27.92829069
6.14,36.11,43.56,14.19,25.03672287
6.28,32.1,36.12,25.5,20.41097936
5.8,35.71,43.39,15.1,25.19091718
3.5,34.4,47.0,15.1,26.7211451
7.53,38.05,43.3,11.12,25.33226959
1.62,35.34,51.92,11.12,29.37916047
3.3,32.6,44.8,19.3,25.29546406
8.13,35.98,43.85,12.04,24.6236054
6.1,39.19,48.47,6.24,28.48439129
3.49,37.64,44.46,14.41,26.87625507
5.2,37.23,38.19,19.38,23.727935
3.51,35.3,53.52,7.67,29.59488191
8.63,35.83,42.19,13.35,23.7845226
4.56,39.52,46.13,9.79,27.2480216
2.0,43.3,45.0,9.7,29.85778172
7.49,34.34,39.45,18.72,22.63030269
2.5,44.43,46.31,6.76,30.57783895
10.7,36.06,40.82,12.42,22.78728065
5.28,36.87,53.78,4.07,29.72580815
2.34,30.83,53.64,13.19,28.39500185
1.89,32.99,50.04,15.08,27.94211328
5.78,34.52,42.61,17.09,24.20252224
2.0,43.1,49.1,5.8,31.39486291
2.76,34.74,55.32,7.18,30.74709867
2.87,33.94,45.02,18.17,26.24327399
1.81,29.42,58.38,10.39,30.19399853
4.41,31.02,52.58,11.99,27.60623189
3.44,39.02,52.76,4.78,31.25456224
7.11,36.09,42.02,14.78,24.5321758
2.05,44.28,47.53,6.14,31.2402257
1.44,43.0,51.31,4.25,32.22504385
9.94,33.72,44.0,12.34,22.70707691
6.38,35.8,53.43,4.39,29.14775687
3.8,37.3,52.9,6.0,30.06500639
2.89,38.02,50.81,8.28,29.18490394
2.16,34.89,55.4,7.55,30.69593973
2.03,35.38,55.55,7.04,31.16456443
2.71,36.55,57.05,3.69,31.54054589
1.94,41.54,44.85,11.67,29.0557287
6.38,36.17,55.98,1.47,29.76788021
3.25,43.13,48.11,5.51,30.36936089
2.17,42.35,50.81,4.67,31.61566318
2.66,34.79,55.38,7.17,30.24725687
3.33,36.55,58.9,1.22,32.28546524
2.47,38.96,54.46,4.11,31.6567374
2.01,32.07,46.58,19.34,25.94267582
6.34,41.37,40.36,11.93,25.74101613
2.47,34.88,48.38,14.27,27.86513235
5.14,39.34,40.02,15.5,24.81652703
2.79,38.43,55.38,3.4,31.9643658
5.22,37.99,52.44,4.35,29.78432222
7.73,38.36,46.68,7.23,26.73125603
3.96,35.83,48.38,11.83,27.4217337
3.18,45.67,43.27,7.88,29.29598237
2.75,41.56,47.54,8.15,29.28113447
3.61,39.93,49.65,6.81,30.02349011
3.53,39.99,52.34,4.14,31.19392526
7.84,39.88,44.35,7.93,26.18964882
3.18,38.47,56.06,2.29,31.98449794
4.79,42.11,43.16,9.94,27.26009247
1.96,37.52,52.46,8.06,30.66057901
10.09,36.23,45.65,8.03,24.88995424
8.24,34.74,47.89,9.13,25.52157914
2.38,33.9,53.02,10.7,29.10683255
3.6,37.0,56.6,2.8,31.42678627
9.61,30.39,44.13,15.87,22.49167347
6.68,40.76,45.63,6.93,27.13508465
9.54,31.34,47.38,11.74,24.12562221
4.56,35.43,51.3,8.71,28.22825826
5.18,35.45,57.27,2.1,30.37851371
2.9,36.5,50.0,10.6,28.81193108
3.39,36.0,55.29,5.32,30.79706964
3.34,39.74,48.95,7.97,29.44749867
2.54,36.84,57.86,2.76,32.05554765
9.07,36.85,50.36,3.72,27.17340763
6.4,36.16,55.42,2.02,29.64826089
3.02,35.83,51.0,10.15,28.76942123
3.32,43.88,48.33,4.47,31.21487283
4.41,35.0,48.97,11.62,26.88220617
3.55,37.16,50.19,9.1,28.74465332
2.15,36.88,53.14,7.83,30.08944654
2.75,36.63,53.47,7.15,30.13785329
2.87,35.26,50.67,11.2,27.8659404
8.46,38.89,44.41,8.24,25.69878856
2.5,38.3,54.0,5.2,30.99464433
5.48,40.82,44.08,9.62,26.95686817
4.68,40.19,49.82,5.31,29.06361266
5.19,36.41,56.77,1.63,30.51623407
6.94,42.66,42.71,7.69,26.28955023
2.88,37.0,56.9,3.22,31.61637196
4.2,35.04,46.76,14.0,25.87710619
4.17,39.0,50.0,6.83,29.20547241
4.83,37.02,50.72,7.43,28.34086474
7.25,38.53,43.71,10.51,25.69363227
8.0,38.85,45.42,7.73,25.7894078
9.81,36.95,45.2,8.04,24.91308909
3.83,37.68,45.5,12.99,26.4372938
10.81,36.01,41.14,12.04,21.56719542
5.46,35.82,55.69,3.03,29.64952712
7.87,32.64,37.97,21.52,21.31915185
4.0,41.19,51.04,3.77,29.93336544
3.36,39.42,50.91,6.31,29.89499778
4.31,43.38,48.48,3.83,29.9544979
1.59,37.42,54.38,6.61,30.98890513
2.8,35.62,51.35,10.23,28.44846431
4.51,36.4,37.84,21.25,23.66554615
1.6,41.94,47.46,9.0,30.49877122
10.24,36.82,44.31,8.63,24.69622029
3.1,39.9,51.1,5.9,30.69801506
6.47,33.7,39.2,20.63,22.84065967
2.46,42.68,49.37,5.49,31.11599448
3.4,35.78,43.01,17.81,25.57710262
7.43,34.04,44.73,13.8,24.29068987
1.72,33.81,50.29,14.18,28.24401294
1.98,40.53,52.31,5.18,31.73164987
2.15,39.51,46.8,11.54,29.06192408
6.59,40.13,44.58,8.7,26.94653625
1.89,32.24,53.89,11.98,29.39670852
9.37,35.62,42.2,12.81,23.28035014
2.72,33.19,44.99,19.1,26.06222468
1.9,29.77,51.66,16.67,27.31452255
3.27,37.89,47.87,10.97,27.87025561
4.37,41.32,48.82,5.49,29.60258055
7.53,37.27,44.14,11.06,25.12164808
7.84,35.29,46.09,10.78,25.29673657
6.69,33.46,57.57,2.28,29.62789804
6.43,40.22,44.5,8.85,26.53587973
3.31,36.04,48.71,11.94,27.53526266
6.49,42.04,42.8,8.67,26.9644211
3.09,35.64,56.76,4.51,31.11546624
1.8,35.53,52.05,10.62,29.60170898
4.3,40.0,42.0,13.7,25.66337031
11.36,35.9,50.18,2.56,26.17582837
3.04,37.11,48.34,11.51,28.42328403
2.3,35.5,48.4,13.8,27.76602853
2.67,36.25,55.71,5.37,30.74621501
2.76,36.81,51.23,9.2,29.37543094
9.32,35.34,49.98,5.36,26.31048816
2.68,36.22,54.61,6.49,30.64118633
15.7,31.4,37.3,15.6,18.86451929
3.94,35.88,51.69,8.49,28.60831284
3.78,36.54,54.48,5.2,30.17398957
2.53,36.91,51.16,9.4,29.21596415
5.18,38.78,52.17,3.87,29.30777413
2.17,37.89,51.91,8.03,30.26762282
4.62,36.95,48.95,9.48,27.66778719
4.62,38.51,53.51,3.36,30.40497363
3.63,40.16,49.67,6.54,29.12390889
9.47,35.6,43.37,11.56,23.3596595
3.33,42.37,44.61,9.69,28.52486526
4.3,39.46,46.04,10.2,27.06901152
4.7,38.06,49.79,7.45,27.9258907
4.95,37.36,51.18,6.51,28.31388513
9.66,40.21,47.75,2.38,27.45894039
4.04,39.51,50.01,6.44,28.54518301
9.21,36.52,49.01,5.26,26.45416477
3.02,37.66,47.84,11.48,27.95365621
4.64,35.28,50.84,9.24,27.36732263
4.05,36.35,50.11,9.49,27.95124487
5.2,43.9,44.5,6.4,28.23068169
4.54,33.83,34.55,27.08,19.84905574
3.83,37.64,33.18,25.35,21.80706288
8.92,32.49,36.37,22.22,20.18724735
6.57,32.92,39.05,21.46,22.04128881
5.0,39.48,39.59,15.93,25.29467188
6.16,39.14,43.11,11.59,26.15903415
3.27,37.65,51.16,7.92,28.83012578
2.83,33.05,54.95,9.17,29.54387697
3.06,34.81,49.23,12.9,27.96932103
2.91,33.6,55.28,8.21,29.46995858
2.67,33.68,56.34,7.31,29.9136502
3.75,36.29,52.46,7.5,28.87284544
3.82,33.34,49.8,13.04,27.10853421
2.45,34.61,50.77,12.17,28.36301895
13.05,33.84,42.46,10.65,22.17523734
6.41,41.8,45.55,6.24,27.88798713
2.37,35.0,49.61,13.02,27.96850934
2.62,33.36,50.74,13.28,27.76804801
3.81,34.61,47.16,14.42,26.91924216
4.7,37.0,36.8,21.5,23.03389202
4.4,35.3,49.9,10.4,27.84048009
2.53,36.59,52.09,8.79,29.37716637
3.33,37.02,52.03,7.62,29.16276274
2.49,31.79,49.49,16.23,26.72196579
3.61,38.19,52.45,5.75,29.49479385
4.6,37.5,51.96,5.94,29.09239895
14.9,33.14,42.7,9.26,20.90670635
4.67,37.81,51.26,6.26,28.98683237
6.74,38.03,51.99,3.24,28.47885013
2.8,37.0,53.7,6.5,30.06375364
3.59,37.68,50.65,8.08,28.82436505
2.98,38.18,55.73,3.11,31.11016232
4.25,40.2,51.59,3.96,29.72872791
4.03,38.45,47.57,9.95,27.84777431
8.42,37.22,51.35,3.01,27.35269844
5.29,38.95,51.28,4.48,28.7122585
2.54,38.12,53.26,6.08,29.91769501
7.6,35.3,44.7,12.4,24.44571074
8.2,35.57,48.8,7.43,25.49849588
